numero,nome,url,tipos,altura_cm,peso_kg,proximas_evolucoes,habilidades
711,Gourgeist,https://pokemondb.net/pokedex/gourgeist,"Ghost, Grass",0.9 m (2′11″),12.5 kg (27.6 lbs),[],"[{'nome': 'Pickup', 'desc': 'May pick up items.', 'efeito': 'When another Pokémon on the field uses a single-use held item, a Pokémon with Pickup will obtain the used item (if they are not already holding anything) and it can be used again.', 'url': 'https://pokemondb.net/ability/pickup'}, {'nome': 'Frisk', 'desc': 'The Pokémon can check the foe’s held item.', 'efeito': ""The Pokémon can check a foe's held item."", 'url': 'https://pokemondb.net/ability/frisk'}, {'nome': 'Insomnia', 'desc': 'Prevents sleep.', 'efeito': 'Insomnia prevents the ability-bearer from falling asleep, both from moves by other Pokémon like Sing, and self-inflicted sleep like Rest.', 'url': 'https://pokemondb.net/ability/insomnia'}, {'nome': 'Pickup', 'desc': 'May pick up items.', 'efeito': 'When another Pokémon on the field uses a single-use held item, a Pokémon with Pickup will obtain the used item (if they are not already holding anything) and it can be used again.', 'url': 'https://pokemondb.net/ability/pickup'}, {'nome': 'Frisk', 'desc': 'The Pokémon can check the foe’s held item.', 'efeito': ""The Pokémon can check a foe's held item."", 'url': 'https://pokemondb.net/ability/frisk'}, {'nome': 'Insomnia', 'desc': 'Prevents sleep.', 'efeito': 'Insomnia prevents the ability-bearer from falling asleep, both from moves by other Pokémon like Sing, and self-inflicted sleep like Rest.', 'url': 'https://pokemondb.net/ability/insomnia'}, {'nome': 'Pickup', 'desc': 'May pick up items.', 'efeito': 'When another Pokémon on the field uses a single-use held item, a Pokémon with Pickup will obtain the used item (if they are not already holding anything) and it can be used again.', 'url': 'https://pokemondb.net/ability/pickup'}, {'nome': 'Frisk', 'desc': 'The Pokémon can check the foe’s held item.', 'efeito': ""The Pokémon can check a foe's held item."", 'url': 'https://pokemondb.net/ability/frisk'}, {'nome': 'Insomnia', 'desc': 'Prevents sleep.', 'efeito': 'Insomnia prevents the ability-bearer from falling asleep, both from moves by other Pokémon like Sing, and self-inflicted sleep like Rest.', 'url': 'https://pokemondb.net/ability/insomnia'}, {'nome': 'Pickup', 'desc': 'May pick up items.', 'efeito': 'When another Pokémon on the field uses a single-use held item, a Pokémon with Pickup will obtain the used item (if they are not already holding anything) and it can be used again.', 'url': 'https://pokemondb.net/ability/pickup'}, {'nome': 'Frisk', 'desc': 'The Pokémon can check the foe’s held item.', 'efeito': ""The Pokémon can check a foe's held item."", 'url': 'https://pokemondb.net/ability/frisk'}, {'nome': 'Insomnia', 'desc': 'Prevents sleep.', 'efeito': 'Insomnia prevents the ability-bearer from falling asleep, both from moves by other Pokémon like Sing, and self-inflicted sleep like Rest.', 'url': 'https://pokemondb.net/ability/insomnia'}]"
712,Bergmite,https://pokemondb.net/pokedex/bergmite,Ice,1.0 m (3′03″),99.5 kg (219.4 lbs),"[{'numero': 713, 'nome': 'Avalugg', 'url': 'https://pokemondb.net/pokedex/avalugg'}, {'numero': 713, 'nome': 'Avalugg', 'url': 'https://pokemondb.net/pokedex/avalugg'}]","[{'nome': 'Own Tempo', 'desc': 'Prevents confusion.', 'efeito': 'Prevents the Pokémon from becoming confused.', 'url': 'https://pokemondb.net/ability/own-tempo'}, {'nome': 'Ice Body', 'desc': 'The Pokémon regains HP in a hailstorm.', 'efeito': 'A Pokémon with Ice Body will recover 1⁄16 of its maximum HP during hail, after each turn. It also grants immunity to the hailstorm damage, if not already immune.', 'url': 'https://pokemondb.net/ability/ice-body'}, {'nome': 'Sturdy', 'desc': 'Negates 1-hit KO attacks.', 'efeito': 'Sturdy allows the Pokémon to survive with 1 HP if attacked at full HP with an attack that would otherwise knock it out. It also prevents One-Hit-KO moves (Fissure, Horn Drill, Guillotine or Sheer Cold).', 'url': 'https://pokemondb.net/ability/sturdy'}]"
713,Avalugg,https://pokemondb.net/pokedex/avalugg,Ice,2.0 m (6′07″),505.0 kg (1113.3 lbs),[],"[{'nome': 'Own Tempo', 'desc': 'Prevents confusion.', 'efeito': 'Prevents the Pokémon from becoming confused.', 'url': 'https://pokemondb.net/ability/own-tempo'}, {'nome': 'Ice Body', 'desc': 'The Pokémon regains HP in a hailstorm.', 'efeito': 'A Pokémon with Ice Body will recover 1⁄16 of its maximum HP during hail, after each turn. It also grants immunity to the hailstorm damage, if not already immune.', 'url': 'https://pokemondb.net/ability/ice-body'}, {'nome': 'Sturdy', 'desc': 'Negates 1-hit KO attacks.', 'efeito': 'Sturdy allows the Pokémon to survive with 1 HP if attacked at full HP with an attack that would otherwise knock it out. It also prevents One-Hit-KO moves (Fissure, Horn Drill, Guillotine or Sheer Cold).', 'url': 'https://pokemondb.net/ability/sturdy'}, {'nome': 'Strong Jaw', 'desc': 'The Pokémon’s strong jaw gives it tremendous biting power.', 'efeito': 'Strong Jaw increases the power of all biting moves by 50%.', 'url': 'https://pokemondb.net/ability/strong-jaw'}, {'nome': 'Ice Body', 'desc': 'The Pokémon regains HP in a hailstorm.', 'efeito': 'A Pokémon with Ice Body will recover 1⁄16 of its maximum HP during hail, after each turn. It also grants immunity to the hailstorm damage, if not already immune.', 'url': 'https://pokemondb.net/ability/ice-body'}, {'nome': 'Sturdy', 'desc': 'Negates 1-hit KO attacks.', 'efeito': 'Sturdy allows the Pokémon to survive with 1 HP if attacked at full HP with an attack that would otherwise knock it out. It also prevents One-Hit-KO moves (Fissure, Horn Drill, Guillotine or Sheer Cold).', 'url': 'https://pokemondb.net/ability/sturdy'}]"
714,Noibat,https://pokemondb.net/pokedex/noibat,"Flying, Dragon",0.5 m (1′08″),8.0 kg (17.6 lbs),"[{'numero': 715, 'nome': 'Noivern', 'url': 'https://pokemondb.net/pokedex/noivern'}]","[{'nome': 'Frisk', 'desc': 'The Pokémon can check the foe’s held item.', 'efeito': ""The Pokémon can check a foe's held item."", 'url': 'https://pokemondb.net/ability/frisk'}, {'nome': 'Infiltrator', 'desc': 'Passes through the foe’s barrier and strikes.', 'efeito': 'Infiltrator ignores the effects of Reflect, Light Screen and Safeguard. In other words, if the opponent has used Safeguard, Toxic would still badly poison them.', 'url': 'https://pokemondb.net/ability/infiltrator'}, {'nome': 'Telepathy', 'desc': 'Anticipates an ally’s attack and dodges it.', 'efeito': 'Pokémon with the Telepathy ability will not take damage from teammates in double and triple battles.', 'url': 'https://pokemondb.net/ability/telepathy'}]"
715,Noivern,https://pokemondb.net/pokedex/noivern,"Flying, Dragon",1.5 m (4′11″),85.0 kg (187.4 lbs),[],"[{'nome': 'Frisk', 'desc': 'The Pokémon can check the foe’s held item.', 'efeito': ""The Pokémon can check a foe's held item."", 'url': 'https://pokemondb.net/ability/frisk'}, {'nome': 'Infiltrator', 'desc': 'Passes through the foe’s barrier and strikes.', 'efeito': 'Infiltrator ignores the effects of Reflect, Light Screen and Safeguard. In other words, if the opponent has used Safeguard, Toxic would still badly poison them.', 'url': 'https://pokemondb.net/ability/infiltrator'}, {'nome': 'Telepathy', 'desc': 'Anticipates an ally’s attack and dodges it.', 'efeito': 'Pokémon with the Telepathy ability will not take damage from teammates in double and triple battles.', 'url': 'https://pokemondb.net/ability/telepathy'}]"
716,Xerneas,https://pokemondb.net/pokedex/xerneas,Fairy,3.0 m (9′10″),215.0 kg (474.0 lbs),[],"[{'nome': 'Fairy Aura', 'desc': 'Powers up each Pokémon’s Fairy-type moves.', 'efeito': 'Fairy Aura raises the power of Fairy-type moves by 33%, for all Pokémon on the field (not just the ability-bearer).', 'url': 'https://pokemondb.net/ability/fairy-aura'}]"
717,Yveltal,https://pokemondb.net/pokedex/yveltal,"Dark, Flying",5.8 m (19′00″),203.0 kg (447.5 lbs),[],"[{'nome': 'Dark Aura', 'desc': 'Powers up each Pokémon’s Dark-type moves.', 'efeito': 'Dark Aura raises the power of Dark-type moves by 33% for all Pokémon on the field (not just the ability-bearer).', 'url': 'https://pokemondb.net/ability/dark-aura'}]"
718,Zygarde,https://pokemondb.net/pokedex/zygarde,"Dragon, Ground",5.0 m (16′05″),305.0 kg (672.4 lbs),[],"[{'nome': 'Aura Break', 'desc': 'The effects of “Aura” Abilities are reversed.', 'efeito': 'Aura Break cancels the effects of the abilities Fairy Aura and Dark Aura and instead reduces the power of Dark-type and Fairy-type moves by 25%, for all Pokémon on the field.', 'url': 'https://pokemondb.net/ability/aura-break'}, {'nome': 'Power Construct', 'desc': 'Other Cells gather to aid when its HP becomes half or less. Then the Pokémon changes its form to Complete Forme.', 'efeito': 'Power Construct is unique to Zygarde. When Zygarde 10% Forme or Zygarde 50% Forme falls below half HP, it changes into Zygarde Complete Forme.', 'url': 'https://pokemondb.net/ability/power-construct'}, {'nome': 'Aura Break', 'desc': 'The effects of “Aura” Abilities are reversed.', 'efeito': 'Aura Break cancels the effects of the abilities Fairy Aura and Dark Aura and instead reduces the power of Dark-type and Fairy-type moves by 25%, for all Pokémon on the field.', 'url': 'https://pokemondb.net/ability/aura-break'}, {'nome': 'Power Construct', 'desc': 'Other Cells gather to aid when its HP becomes half or less. Then the Pokémon changes its form to Complete Forme.', 'efeito': 'Power Construct is unique to Zygarde. When Zygarde 10% Forme or Zygarde 50% Forme falls below half HP, it changes into Zygarde Complete Forme.', 'url': 'https://pokemondb.net/ability/power-construct'}, {'nome': 'Power Construct', 'desc': 'Other Cells gather to aid when its HP becomes half or less. Then the Pokémon changes its form to Complete Forme.', 'efeito': 'Power Construct is unique to Zygarde. When Zygarde 10% Forme or Zygarde 50% Forme falls below half HP, it changes into Zygarde Complete Forme.', 'url': 'https://pokemondb.net/ability/power-construct'}]"
719,Diancie,https://pokemondb.net/pokedex/diancie,"Rock, Fairy",0.7 m (2′04″),8.8 kg (19.4 lbs),[],"[{'nome': 'Clear Body', 'desc': 'Prevents ability reduction.', 'efeito': 'Prevents other Pokémon from lowering its stats.', 'url': 'https://pokemondb.net/ability/clear-body'}, {'nome': 'Magic Bounce', 'desc': 'Reflects status-changing moves.', 'efeito': 'Reflects status- changing moves.', 'url': 'https://pokemondb.net/ability/magic-bounce'}]"
720,Hoopa,https://pokemondb.net/pokedex/hoopa,"Psychic, Ghost",0.5 m (1′08″),9.0 kg (19.8 lbs),[],"[{'nome': 'Magician', 'desc': 'The Pokémon steals the held item of a Pokémon it hits with a move.', 'efeito': 'The Pokémon steals the held item of a Pokémon it hits with a move.', 'url': 'https://pokemondb.net/ability/magician'}, {'nome': 'Magician', 'desc': 'The Pokémon steals the held item of a Pokémon it hits with a move.', 'efeito': 'The Pokémon steals the held item of a Pokémon it hits with a move.', 'url': 'https://pokemondb.net/ability/magician'}]"
721,Volcanion,https://pokemondb.net/pokedex/volcanion,"Fire, Water",1.7 m (5′07″),195.0 kg (429.9 lbs),[],"[{'nome': 'Water Absorb', 'desc': 'Changes water into HP.', 'efeito': 'A Pokémon with Water Absorb heals 1⁄4 of its maximum HP when hit by a Water-type attack.', 'url': 'https://pokemondb.net/ability/water-absorb'}]"
722,Rowlet,https://pokemondb.net/pokedex/rowlet,"Grass, Flying",0.3 m (1′00″),1.5 kg (3.3 lbs),"[{'numero': 723, 'nome': 'Dartrix', 'url': 'https://pokemondb.net/pokedex/dartrix'}, {'numero': 724, 'nome': 'Decidueye', 'url': 'https://pokemondb.net/pokedex/decidueye'}, {'numero': 724, 'nome': 'Decidueye', 'url': 'https://pokemondb.net/pokedex/decidueye'}]","[{'nome': 'Overgrow', 'desc': 'Ups GRASS moves in a pinch.', 'efeito': ""Overgrow increases the power of Grass-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/overgrow'}, {'nome': 'Long Reach', 'desc': 'The Pokémon uses its moves without making contact with the target.', 'efeito': 'The Pokémon uses its moves without making contact with the target.', 'url': 'https://pokemondb.net/ability/long-reach'}]"
723,Dartrix,https://pokemondb.net/pokedex/dartrix,"Grass, Flying",0.7 m (2′04″),16.0 kg (35.3 lbs),"[{'numero': 724, 'nome': 'Decidueye', 'url': 'https://pokemondb.net/pokedex/decidueye'}, {'numero': 724, 'nome': 'Decidueye', 'url': 'https://pokemondb.net/pokedex/decidueye'}]","[{'nome': 'Overgrow', 'desc': 'Ups GRASS moves in a pinch.', 'efeito': ""Overgrow increases the power of Grass-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/overgrow'}, {'nome': 'Long Reach', 'desc': 'The Pokémon uses its moves without making contact with the target.', 'efeito': 'The Pokémon uses its moves without making contact with the target.', 'url': 'https://pokemondb.net/ability/long-reach'}]"
724,Decidueye,https://pokemondb.net/pokedex/decidueye,"Grass, Ghost",1.6 m (5′03″),36.6 kg (80.7 lbs),[],"[{'nome': 'Overgrow', 'desc': 'Ups GRASS moves in a pinch.', 'efeito': ""Overgrow increases the power of Grass-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/overgrow'}, {'nome': 'Long Reach', 'desc': 'The Pokémon uses its moves without making contact with the target.', 'efeito': 'The Pokémon uses its moves without making contact with the target.', 'url': 'https://pokemondb.net/ability/long-reach'}, {'nome': 'Overgrow', 'desc': 'Ups GRASS moves in a pinch.', 'efeito': ""Overgrow increases the power of Grass-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/overgrow'}, {'nome': 'Scrappy', 'desc': 'Enables moves to hit Ghost-type foes.', 'efeito': 'Enables moves to hit Ghost-type Pokémon.', 'url': 'https://pokemondb.net/ability/scrappy'}]"
725,Litten,https://pokemondb.net/pokedex/litten,Fire,0.4 m (1′04″),4.3 kg (9.5 lbs),"[{'numero': 726, 'nome': 'Torracat', 'url': 'https://pokemondb.net/pokedex/torracat'}, {'numero': 727, 'nome': 'Incineroar', 'url': 'https://pokemondb.net/pokedex/incineroar'}]","[{'nome': 'Blaze', 'desc': 'Ups FIRE moves in a pinch.', 'efeito': ""Blaze increases the power of Fire-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/blaze'}, {'nome': 'Intimidate', 'desc': 'Lowers the foe’s ATTACK.', 'efeito': ""Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle)."", 'url': 'https://pokemondb.net/ability/intimidate'}]"
726,Torracat,https://pokemondb.net/pokedex/torracat,Fire,0.7 m (2′04″),25.0 kg (55.1 lbs),"[{'numero': 727, 'nome': 'Incineroar', 'url': 'https://pokemondb.net/pokedex/incineroar'}]","[{'nome': 'Blaze', 'desc': 'Ups FIRE moves in a pinch.', 'efeito': ""Blaze increases the power of Fire-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/blaze'}, {'nome': 'Intimidate', 'desc': 'Lowers the foe’s ATTACK.', 'efeito': ""Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle)."", 'url': 'https://pokemondb.net/ability/intimidate'}]"
727,Incineroar,https://pokemondb.net/pokedex/incineroar,"Fire, Dark",1.8 m (5′11″),83.0 kg (183.0 lbs),[],"[{'nome': 'Blaze', 'desc': 'Ups FIRE moves in a pinch.', 'efeito': ""Blaze increases the power of Fire-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/blaze'}, {'nome': 'Intimidate', 'desc': 'Lowers the foe’s ATTACK.', 'efeito': ""Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle)."", 'url': 'https://pokemondb.net/ability/intimidate'}]"
728,Popplio,https://pokemondb.net/pokedex/popplio,Water,0.4 m (1′04″),7.5 kg (16.5 lbs),"[{'numero': 729, 'nome': 'Brionne', 'url': 'https://pokemondb.net/pokedex/brionne'}, {'numero': 730, 'nome': 'Primarina', 'url': 'https://pokemondb.net/pokedex/primarina'}]","[{'nome': 'Torrent', 'desc': 'Ups WATER moves in a pinch.', 'efeito': ""Torrent increases the power of Water-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/torrent'}, {'nome': 'Liquid Voice', 'desc': 'All sound-based moves become Water-type moves.', 'efeito': 'Liquid Voice causes all sound-based moves used by the Pokémon to become Water type. Water type Pokémon also gain STAB from those moves.', 'url': 'https://pokemondb.net/ability/liquid-voice'}]"
729,Brionne,https://pokemondb.net/pokedex/brionne,Water,0.6 m (2′00″),17.5 kg (38.6 lbs),"[{'numero': 730, 'nome': 'Primarina', 'url': 'https://pokemondb.net/pokedex/primarina'}]","[{'nome': 'Torrent', 'desc': 'Ups WATER moves in a pinch.', 'efeito': ""Torrent increases the power of Water-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/torrent'}, {'nome': 'Liquid Voice', 'desc': 'All sound-based moves become Water-type moves.', 'efeito': 'Liquid Voice causes all sound-based moves used by the Pokémon to become Water type. Water type Pokémon also gain STAB from those moves.', 'url': 'https://pokemondb.net/ability/liquid-voice'}]"
730,Primarina,https://pokemondb.net/pokedex/primarina,"Water, Fairy",1.8 m (5′11″),44.0 kg (97.0 lbs),[],"[{'nome': 'Torrent', 'desc': 'Ups WATER moves in a pinch.', 'efeito': ""Torrent increases the power of Water-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/torrent'}, {'nome': 'Liquid Voice', 'desc': 'All sound-based moves become Water-type moves.', 'efeito': 'Liquid Voice causes all sound-based moves used by the Pokémon to become Water type. Water type Pokémon also gain STAB from those moves.', 'url': 'https://pokemondb.net/ability/liquid-voice'}]"
731,Pikipek,https://pokemondb.net/pokedex/pikipek,"Normal, Flying",0.3 m (1′00″),1.2 kg (2.6 lbs),"[{'numero': 732, 'nome': 'Trumbeak', 'url': 'https://pokemondb.net/pokedex/trumbeak'}, {'numero': 733, 'nome': 'Toucannon', 'url': 'https://pokemondb.net/pokedex/toucannon'}]","[{'nome': 'Keen Eye', 'desc': 'Prevents loss of accuracy.', 'efeito': 'Keen Eye prevents the Pokémon from losing accuracy, for example from moves like Sand-Attack.', 'url': 'https://pokemondb.net/ability/keen-eye'}, {'nome': 'Skill Link', 'desc': 'Increases the frequency of multi-strike moves.', 'efeito': 'Skill Link causes multi-strike moves to always hit their maximum number of times. The moves affected are listed below; note that moves such as Double Kick that always strike the same number of times are not affected.', 'url': 'https://pokemondb.net/ability/skill-link'}, {'nome': 'Pickup', 'desc': 'May pick up items.', 'efeito': 'When another Pokémon on the field uses a single-use held item, a Pokémon with Pickup will obtain the used item (if they are not already holding anything) and it can be used again.', 'url': 'https://pokemondb.net/ability/pickup'}]"
732,Trumbeak,https://pokemondb.net/pokedex/trumbeak,"Normal, Flying",0.6 m (2′00″),14.8 kg (32.6 lbs),"[{'numero': 733, 'nome': 'Toucannon', 'url': 'https://pokemondb.net/pokedex/toucannon'}]","[{'nome': 'Keen Eye', 'desc': 'Prevents loss of accuracy.', 'efeito': 'Keen Eye prevents the Pokémon from losing accuracy, for example from moves like Sand-Attack.', 'url': 'https://pokemondb.net/ability/keen-eye'}, {'nome': 'Skill Link', 'desc': 'Increases the frequency of multi-strike moves.', 'efeito': 'Skill Link causes multi-strike moves to always hit their maximum number of times. The moves affected are listed below; note that moves such as Double Kick that always strike the same number of times are not affected.', 'url': 'https://pokemondb.net/ability/skill-link'}, {'nome': 'Pickup', 'desc': 'May pick up items.', 'efeito': 'When another Pokémon on the field uses a single-use held item, a Pokémon with Pickup will obtain the used item (if they are not already holding anything) and it can be used again.', 'url': 'https://pokemondb.net/ability/pickup'}]"
733,Toucannon,https://pokemondb.net/pokedex/toucannon,"Normal, Flying",1.1 m (3′07″),26.0 kg (57.3 lbs),[],"[{'nome': 'Keen Eye', 'desc': 'Prevents loss of accuracy.', 'efeito': 'Keen Eye prevents the Pokémon from losing accuracy, for example from moves like Sand-Attack.', 'url': 'https://pokemondb.net/ability/keen-eye'}, {'nome': 'Skill Link', 'desc': 'Increases the frequency of multi-strike moves.', 'efeito': 'Skill Link causes multi-strike moves to always hit their maximum number of times. The moves affected are listed below; note that moves such as Double Kick that always strike the same number of times are not affected.', 'url': 'https://pokemondb.net/ability/skill-link'}, {'nome': 'Sheer Force', 'desc': 'Removes added effects to increase move damage.', 'efeito': 'Sheer Force increases the power of moves that have beneficial secondary effects by 30%, but removes those additional effects.', 'url': 'https://pokemondb.net/ability/sheer-force'}]"
734,Yungoos,https://pokemondb.net/pokedex/yungoos,Normal,0.4 m (1′04″),6.0 kg (13.2 lbs),"[{'numero': 735, 'nome': 'Gumshoos', 'url': 'https://pokemondb.net/pokedex/gumshoos'}]","[{'nome': 'Strong Jaw', 'desc': 'The Pokémon’s strong jaw gives it tremendous biting power.', 'efeito': 'Strong Jaw increases the power of all biting moves by 50%.', 'url': 'https://pokemondb.net/ability/strong-jaw'}, {'nome': 'Stakeout', 'desc': 'Doubles the damage dealt to the target’s replacement if the target switches out.', 'efeito': 'Stakeout enables the Pokémon to deal twice the normal damage to any Pokémon that switches in or enters the field mid-battle.', 'url': 'https://pokemondb.net/ability/stakeout'}, {'nome': 'Adaptability', 'desc': 'Powers up moves of the same type.', 'efeito': 'Adaptability increases the effectiveness of STAB moves from the usual 1.5× to 2×.', 'url': 'https://pokemondb.net/ability/adaptability'}]"
735,Gumshoos,https://pokemondb.net/pokedex/gumshoos,Normal,0.7 m (2′04″),14.2 kg (31.3 lbs),[],"[{'nome': 'Strong Jaw', 'desc': 'The Pokémon’s strong jaw gives it tremendous biting power.', 'efeito': 'Strong Jaw increases the power of all biting moves by 50%.', 'url': 'https://pokemondb.net/ability/strong-jaw'}, {'nome': 'Stakeout', 'desc': 'Doubles the damage dealt to the target’s replacement if the target switches out.', 'efeito': 'Stakeout enables the Pokémon to deal twice the normal damage to any Pokémon that switches in or enters the field mid-battle.', 'url': 'https://pokemondb.net/ability/stakeout'}, {'nome': 'Adaptability', 'desc': 'Powers up moves of the same type.', 'efeito': 'Adaptability increases the effectiveness of STAB moves from the usual 1.5× to 2×.', 'url': 'https://pokemondb.net/ability/adaptability'}]"
736,Grubbin,https://pokemondb.net/pokedex/grubbin,Bug,0.4 m (1′04″),4.4 kg (9.7 lbs),"[{'numero': 737, 'nome': 'Charjabug', 'url': 'https://pokemondb.net/pokedex/charjabug'}, {'numero': 738, 'nome': 'Vikavolt', 'url': 'https://pokemondb.net/pokedex/vikavolt'}]","[{'nome': 'Swarm', 'desc': 'Ups BUG moves in a pinch.', 'efeito': ""Swarm increases the power of Bug-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/swarm'}]"
737,Charjabug,https://pokemondb.net/pokedex/charjabug,"Bug, Electric",0.5 m (1′08″),10.5 kg (23.1 lbs),"[{'numero': 738, 'nome': 'Vikavolt', 'url': 'https://pokemondb.net/pokedex/vikavolt'}]","[{'nome': 'Battery', 'desc': 'Powers up ally Pokémon’s special moves.', 'efeito': ""Battery allows the Pokémon to raise the power of teammates' special moves."", 'url': 'https://pokemondb.net/ability/battery'}]"
738,Vikavolt,https://pokemondb.net/pokedex/vikavolt,"Bug, Electric",1.5 m (4′11″),45.0 kg (99.2 lbs),[],"[{'nome': 'Levitate', 'desc': 'Not hit by GROUND attacks.', 'efeito': 'Levitate causes the Pokémon to be raised (like Flying-type Pokémon).', 'url': 'https://pokemondb.net/ability/levitate'}]"
739,Crabrawler,https://pokemondb.net/pokedex/crabrawler,Fighting,0.6 m (2′00″),7.0 kg (15.4 lbs),"[{'numero': 740, 'nome': 'Crabominable', 'url': 'https://pokemondb.net/pokedex/crabominable'}]","[{'nome': 'Hyper Cutter', 'desc': 'Prevents ATTACK reduction.', 'efeito': ""Hyper Cutter prevents the bearer's Attack stat from being lowered by other Pokémon, through moves such as Growl or abilities such as Intimidate."", 'url': 'https://pokemondb.net/ability/hyper-cutter'}, {'nome': 'Iron Fist', 'desc': 'Boosts the power of punching moves.', 'efeito': 'Iron Fist increases the power of all punching moves by 20%.', 'url': 'https://pokemondb.net/ability/iron-fist'}, {'nome': 'Anger Point', 'desc': 'Raises Attack upon taking a critical hit.', 'efeito': ""Anger Point raises the ability-bearer's Attack to its maximum level - +6 stages or 4× usual power - when a move targeting it receives a critical hit."", 'url': 'https://pokemondb.net/ability/anger-point'}]"
740,Crabominable,https://pokemondb.net/pokedex/crabominable,"Fighting, Ice",1.7 m (5′07″),180.0 kg (396.8 lbs),[],"[{'nome': 'Hyper Cutter', 'desc': 'Prevents ATTACK reduction.', 'efeito': ""Hyper Cutter prevents the bearer's Attack stat from being lowered by other Pokémon, through moves such as Growl or abilities such as Intimidate."", 'url': 'https://pokemondb.net/ability/hyper-cutter'}, {'nome': 'Iron Fist', 'desc': 'Boosts the power of punching moves.', 'efeito': 'Iron Fist increases the power of all punching moves by 20%.', 'url': 'https://pokemondb.net/ability/iron-fist'}, {'nome': 'Anger Point', 'desc': 'Raises Attack upon taking a critical hit.', 'efeito': ""Anger Point raises the ability-bearer's Attack to its maximum level - +6 stages or 4× usual power - when a move targeting it receives a critical hit."", 'url': 'https://pokemondb.net/ability/anger-point'}]"
741,Oricorio,https://pokemondb.net/pokedex/oricorio,"Fire, Flying",0.6 m (2′00″),3.4 kg (7.5 lbs),[],"[{'nome': 'Dancer', 'desc': 'When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.', 'efeito': 'When another Pokémon on the field uses any Dance move, Dancer causes the ability-bearer to use that same move immediately afterward. They will still use their own move originally selected, at the usual time (e.g. after the opponent if they are slower).', 'url': 'https://pokemondb.net/ability/dancer'}, {'nome': 'Dancer', 'desc': 'When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.', 'efeito': 'When another Pokémon on the field uses any Dance move, Dancer causes the ability-bearer to use that same move immediately afterward. They will still use their own move originally selected, at the usual time (e.g. after the opponent if they are slower).', 'url': 'https://pokemondb.net/ability/dancer'}, {'nome': 'Dancer', 'desc': 'When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.', 'efeito': 'When another Pokémon on the field uses any Dance move, Dancer causes the ability-bearer to use that same move immediately afterward. They will still use their own move originally selected, at the usual time (e.g. after the opponent if they are slower).', 'url': 'https://pokemondb.net/ability/dancer'}, {'nome': 'Dancer', 'desc': 'When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.', 'efeito': 'When another Pokémon on the field uses any Dance move, Dancer causes the ability-bearer to use that same move immediately afterward. They will still use their own move originally selected, at the usual time (e.g. after the opponent if they are slower).', 'url': 'https://pokemondb.net/ability/dancer'}]"
742,Cutiefly,https://pokemondb.net/pokedex/cutiefly,"Bug, Fairy",0.1 m (0′04″),0.2 kg (0.4 lbs),"[{'numero': 743, 'nome': 'Ribombee', 'url': 'https://pokemondb.net/pokedex/ribombee'}]","[{'nome': 'Honey Gather', 'desc': 'The Pokémon may gather Honey from somewhere.', 'efeito': 'Honey Gather has no effect in battle.', 'url': 'https://pokemondb.net/ability/honey-gather'}, {'nome': 'Shield Dust', 'desc': 'Prevents added effects.', 'efeito': 'Blocks the added effects of attacks taken.', 'url': 'https://pokemondb.net/ability/shield-dust'}, {'nome': 'Sweet Veil', 'desc': 'Prevents itself and ally Pokémon from falling asleep.', 'efeito': 'Sweet Veil prevents this Pokémon and its allies from falling asleep, for example from moves like Hypnosis.', 'url': 'https://pokemondb.net/ability/sweet-veil'}]"
