altura_cm,habilidades,nome,numero,peso_kg,proximas_evolucoes,tipos,url
0.5 m (1′08″),"[{'nome': 'Keen Eye', 'desc': 'Prevents loss of accuracy.', 'efeito': 'Keen Eye prevents the Pokémon from losing accuracy, for example from moves like Sand-Attack.', 'url': 'https://pokemondb.net/ability/keen-eye'}, {'nome': 'Stall', 'desc': 'The Pokémon moves after even slower foes.', 'efeito': 'The Pokémon moves after all other Pokémon do.', 'url': 'https://pokemondb.net/ability/stall'}, {'nome': 'Prankster', 'desc': 'Gives priority to a status move.', 'efeito': 'Prankster increases the priority of status moves by +1.', 'url': 'https://pokemondb.net/ability/prankster'}, {'nome': 'Magic Bounce', 'desc': 'Reflects status-changing moves.', 'efeito': 'Reflects status- changing moves.', 'url': 'https://pokemondb.net/ability/magic-bounce'}]",Sableye,302,11.0 kg (24.3 lbs),,"Dark, Ghost",https://pokemondb.net/pokedex/sableye
0.4 m (1′04″),"[{'nome': 'Effect Spore', 'desc': 'Leaves spores on contact.', 'efeito': 'Contact may poison or cause paralysis or sleep.', 'url': 'https://pokemondb.net/ability/effect-spore'}, {'nome': 'Poison Heal', 'desc': 'Restores HP if the Pokémon is poisoned.', 'efeito': 'Restores HP if the Pokémon is poisoned.', 'url': 'https://pokemondb.net/ability/poison-heal'}, {'nome': 'Quick Feet', 'desc': 'Boosts Speed if there is a status problem.', 'efeito': ""Quick Feet raises the ability-bearer's Speed by 50% when inflicted by a major status ailment (poison, burn, paralysis, freeze or sleep). If paralyzed, the Pokémon does not suffer the usual drop in Speed."", 'url': 'https://pokemondb.net/ability/quick-feet'}]",Shroomish,285,4.5 kg (9.9 lbs),"[{'numero': 286, 'nome': 'Breloom', 'url': 'https://pokemondb.net/pokedex/breloom'}]",Grass,https://pokemondb.net/pokedex/shroomish
0.6 m (2′00″),"[{'nome': 'Shed Skin', 'desc': 'Heals the body by shedding.', 'efeito': 'The Pokémon may heal its own status problems.', 'url': 'https://pokemondb.net/ability/shed-skin'}]",Silcoon,266,10.0 kg (22.0 lbs),"[{'numero': 267, 'nome': 'Beautifly', 'url': 'https://pokemondb.net/pokedex/beautifly'}, {'numero': 268, 'nome': 'Cascoon', 'url': 'https://pokemondb.net/pokedex/cascoon'}, {'numero': 269, 'nome': 'Dustox', 'url': 'https://pokemondb.net/pokedex/dustox'}]",Bug,https://pokemondb.net/pokedex/silcoon
0.4 m (1′04″),"[{'nome': 'Synchronize', 'desc': 'Passes on status problems.', 'efeito': 'If the opponent causes a burn, paralysis, or poisoning of a Pokémon with Synchronize, the opponent receives the status condition too. Self-inflicted status conditions (for example through the use of an item) are not passed on.', 'url': 'https://pokemondb.net/ability/synchronize'}, {'nome': 'Trace', 'desc': 'Copies special ability.', 'efeito': ""The Pokémon copies a foe's Ability."", 'url': 'https://pokemondb.net/ability/trace'}, {'nome': 'Telepathy', 'desc': 'Anticipates an ally’s attack and dodges it.', 'efeito': 'Pokémon with the Telepathy ability will not take damage from teammates in double and triple battles.', 'url': 'https://pokemondb.net/ability/telepathy'}]",Ralts,280,6.6 kg (14.6 lbs),"[{'numero': 281, 'nome': 'Kirlia', 'url': 'https://pokemondb.net/pokedex/kirlia'}, {'numero': 282, 'nome': 'Gardevoir', 'url': 'https://pokemondb.net/pokedex/gardevoir'}, {'numero': 475, 'nome': 'Gallade', 'url': 'https://pokemondb.net/pokedex/gallade'}]","Psychic, Fairy",https://pokemondb.net/pokedex/ralts
0.6 m (2′00″),"[{'nome': 'Keen Eye', 'desc': 'Prevents loss of accuracy.', 'efeito': 'Keen Eye prevents the Pokémon from losing accuracy, for example from moves like Sand-Attack.', 'url': 'https://pokemondb.net/ability/keen-eye'}, {'nome': 'Hydration', 'desc': 'Heals status problems if it is raining.', 'efeito': 'A Pokémon with Hydration will cure itself of any status conditions during rain, at the end of each turn. This includes self-inflicted conditions such as from using Rest.', 'url': 'https://pokemondb.net/ability/hydration'}, {'nome': 'Rain Dish', 'desc': 'Slight HP recovery in rain.', 'efeito': 'A Pokémon with Rain Dish will recover 1⁄16 of its maximum HP during rain, after each turn.', 'url': 'https://pokemondb.net/ability/rain-dish'}]",Wingull,278,9.5 kg (20.9 lbs),"[{'numero': 279, 'nome': 'Pelipper', 'url': 'https://pokemondb.net/pokedex/pelipper'}]","Water, Flying",https://pokemondb.net/pokedex/wingull
0.8 m (2′07″),"[{'nome': 'Synchronize', 'desc': 'Passes on status problems.', 'efeito': 'If the opponent causes a burn, paralysis, or poisoning of a Pokémon with Synchronize, the opponent receives the status condition too. Self-inflicted status conditions (for example through the use of an item) are not passed on.', 'url': 'https://pokemondb.net/ability/synchronize'}, {'nome': 'Trace', 'desc': 'Copies special ability.', 'efeito': ""The Pokémon copies a foe's Ability."", 'url': 'https://pokemondb.net/ability/trace'}, {'nome': 'Telepathy', 'desc': 'Anticipates an ally’s attack and dodges it.', 'efeito': 'Pokémon with the Telepathy ability will not take damage from teammates in double and triple battles.', 'url': 'https://pokemondb.net/ability/telepathy'}]",Kirlia,281,20.2 kg (44.5 lbs),"[{'numero': 282, 'nome': 'Gardevoir', 'url': 'https://pokemondb.net/pokedex/gardevoir'}, {'numero': 475, 'nome': 'Gallade', 'url': 'https://pokemondb.net/pokedex/gallade'}]","Psychic, Fairy",https://pokemondb.net/pokedex/kirlia
1.2 m (3′11″),"[{'nome': 'Keen Eye', 'desc': 'Prevents loss of accuracy.', 'efeito': 'Keen Eye prevents the Pokémon from losing accuracy, for example from moves like Sand-Attack.', 'url': 'https://pokemondb.net/ability/keen-eye'}, {'nome': 'Drizzle', 'desc': 'Summons rain in battle.', 'efeito': 'Drizzle creates a rain shower when the ability-bearer enters battle. The effect lasts 5 turns, unless it is cleared via Air Lock or Cloud Nine or replaced by another weather condition.', 'url': 'https://pokemondb.net/ability/drizzle'}, {'nome': 'Rain Dish', 'desc': 'Slight HP recovery in rain.', 'efeito': 'A Pokémon with Rain Dish will recover 1⁄16 of its maximum HP during rain, after each turn.', 'url': 'https://pokemondb.net/ability/rain-dish'}]",Pelipper,279,28.0 kg (61.7 lbs),,"Water, Flying",https://pokemondb.net/pokedex/pelipper
0.7 m (2′04″),"[{'nome': 'Shed Skin', 'desc': 'Heals the body by shedding.', 'efeito': 'The Pokémon may heal its own status problems.', 'url': 'https://pokemondb.net/ability/shed-skin'}]",Cascoon,268,11.5 kg (25.4 lbs),"[{'numero': 269, 'nome': 'Dustox', 'url': 'https://pokemondb.net/pokedex/dustox'}]",Bug,https://pokemondb.net/pokedex/cascoon
1.2 m (3′11″),"[{'nome': 'Shield Dust', 'desc': 'Prevents added effects.', 'efeito': 'Blocks the added effects of attacks taken.', 'url': 'https://pokemondb.net/ability/shield-dust'}, {'nome': 'Compound Eyes', 'desc': 'Raises accuracy.', 'efeito': ""Compound Eyes raises the ability-bearer's accuracy by 30%."", 'url': 'https://pokemondb.net/ability/compound-eyes'}]",Dustox,269,31.6 kg (69.7 lbs),,"Bug, Poison",https://pokemondb.net/pokedex/dustox
0.5 m (1′08″),"[{'nome': 'Chlorophyll', 'desc': 'Raises SPEED in sunshine.', 'efeito': ""Chlorophyll doubles the ability-bearer's Speed during bright sunshine."", 'url': 'https://pokemondb.net/ability/chlorophyll'}, {'nome': 'Early Bird', 'desc': 'Awakens quickly from sleep.', 'efeito': 'The Pokémon awakens quickly from sleep.', 'url': 'https://pokemondb.net/ability/early-bird'}, {'nome': 'Pickpocket', 'desc': 'Steals an item when hit by another Pokémon.', 'efeito': 'Steals an item when hit by another Pokémon.', 'url': 'https://pokemondb.net/ability/pickpocket'}]",Seedot,273,4.0 kg (8.8 lbs),"[{'numero': 274, 'nome': 'Nuzleaf', 'url': 'https://pokemondb.net/pokedex/nuzleaf'}, {'numero': 275, 'nome': 'Shiftry', 'url': 'https://pokemondb.net/pokedex/shiftry'}]",Grass,https://pokemondb.net/pokedex/seedot
1.6 m (5′03″),"[{'nome': 'Synchronize', 'desc': 'Passes on status problems.', 'efeito': 'If the opponent causes a burn, paralysis, or poisoning of a Pokémon with Synchronize, the opponent receives the status condition too. Self-inflicted status conditions (for example through the use of an item) are not passed on.', 'url': 'https://pokemondb.net/ability/synchronize'}, {'nome': 'Trace', 'desc': 'Copies special ability.', 'efeito': ""The Pokémon copies a foe's Ability."", 'url': 'https://pokemondb.net/ability/trace'}, {'nome': 'Telepathy', 'desc': 'Anticipates an ally’s attack and dodges it.', 'efeito': 'Pokémon with the Telepathy ability will not take damage from teammates in double and triple battles.', 'url': 'https://pokemondb.net/ability/telepathy'}, {'nome': 'Pixilate', 'desc': 'Normal-type moves become Fairy-type moves.', 'efeito': 'Pixilate causes all Normal-type attacking moves used by the Pokémon to become Fairy-type, and increase in power by 20%.', 'url': 'https://pokemondb.net/ability/pixilate'}]",Gardevoir,282,48.4 kg (106.7 lbs),"[{'numero': 475, 'nome': 'Gallade', 'url': 'https://pokemondb.net/pokedex/gallade'}]","Psychic, Fairy",https://pokemondb.net/pokedex/gardevoir
0.7 m (2′04″),"[{'nome': 'Torrent', 'desc': 'Ups WATER moves in a pinch.', 'efeito': ""Torrent increases the power of Water-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/torrent'}, {'nome': 'Damp', 'desc': 'Prevents self-destruction.', 'efeito': 'Damp prevents all Pokémon on the field from using the moves Selfdestruct and Explosion. It also prevents damage (to the Damp Pokémon only) from the ability Aftermath.', 'url': 'https://pokemondb.net/ability/damp'}]",Marshtomp,259,28.0 kg (61.7 lbs),"[{'numero': 260, 'nome': 'Swampert', 'url': 'https://pokemondb.net/pokedex/swampert'}]","Water, Ground",https://pokemondb.net/pokedex/marshtomp
1.0 m (3′03″),"[{'nome': 'Swarm', 'desc': 'Ups BUG moves in a pinch.', 'efeito': ""Swarm increases the power of Bug-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/swarm'}, {'nome': 'Rivalry', 'desc': 'Raises Attack if the foe is of the same gender.', 'efeito': 'Deals more damage to a Pokémon of same gender.', 'url': 'https://pokemondb.net/ability/rivalry'}]",Beautifly,267,28.4 kg (62.6 lbs),"[{'numero': 268, 'nome': 'Cascoon', 'url': 'https://pokemondb.net/pokedex/cascoon'}, {'numero': 269, 'nome': 'Dustox', 'url': 'https://pokemondb.net/pokedex/dustox'}]","Bug, Flying",https://pokemondb.net/pokedex/beautifly
1.5 m (4′11″),"[{'nome': 'Swift Swim', 'desc': 'Raises SPEED in rain.', 'efeito': ""Swift Swim doubles the ability-bearer's Speed during rain."", 'url': 'https://pokemondb.net/ability/swift-swim'}, {'nome': 'Rain Dish', 'desc': 'Slight HP recovery in rain.', 'efeito': 'A Pokémon with Rain Dish will recover 1⁄16 of its maximum HP during rain, after each turn.', 'url': 'https://pokemondb.net/ability/rain-dish'}, {'nome': 'Own Tempo', 'desc': 'Prevents confusion.', 'efeito': 'Prevents the Pokémon from becoming confused.', 'url': 'https://pokemondb.net/ability/own-tempo'}]",Ludicolo,272,55.0 kg (121.3 lbs),,"Water, Grass",https://pokemondb.net/pokedex/ludicolo
0.4 m (1′04″),"[{'nome': 'Torrent', 'desc': 'Ups WATER moves in a pinch.', 'efeito': ""Torrent increases the power of Water-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/torrent'}, {'nome': 'Damp', 'desc': 'Prevents self-destruction.', 'efeito': 'Damp prevents all Pokémon on the field from using the moves Selfdestruct and Explosion. It also prevents damage (to the Damp Pokémon only) from the ability Aftermath.', 'url': 'https://pokemondb.net/ability/damp'}]",Mudkip,258,7.6 kg (16.8 lbs),"[{'numero': 259, 'nome': 'Marshtomp', 'url': 'https://pokemondb.net/pokedex/marshtomp'}, {'numero': 260, 'nome': 'Swampert', 'url': 'https://pokemondb.net/pokedex/swampert'}]",Water,https://pokemondb.net/pokedex/mudkip
0.5 m (1′08″),"[{'nome': 'Swift Swim', 'desc': 'Raises SPEED in rain.', 'efeito': ""Swift Swim doubles the ability-bearer's Speed during rain."", 'url': 'https://pokemondb.net/ability/swift-swim'}, {'nome': 'Rain Dish', 'desc': 'Slight HP recovery in rain.', 'efeito': 'A Pokémon with Rain Dish will recover 1⁄16 of its maximum HP during rain, after each turn.', 'url': 'https://pokemondb.net/ability/rain-dish'}, {'nome': 'Own Tempo', 'desc': 'Prevents confusion.', 'efeito': 'Prevents the Pokémon from becoming confused.', 'url': 'https://pokemondb.net/ability/own-tempo'}]",Lotad,270,2.6 kg (5.7 lbs),"[{'numero': 271, 'nome': 'Lombre', 'url': 'https://pokemondb.net/pokedex/lombre'}, {'numero': 272, 'nome': 'Ludicolo', 'url': 'https://pokemondb.net/pokedex/ludicolo'}]","Water, Grass",https://pokemondb.net/pokedex/lotad
0.4 m (1′04″),"[{'nome': 'Synchronize', 'desc': 'Passes on status problems.', 'efeito': 'If the opponent causes a burn, paralysis, or poisoning of a Pokémon with Synchronize, the opponent receives the status condition too. Self-inflicted status conditions (for example through the use of an item) are not passed on.', 'url': 'https://pokemondb.net/ability/synchronize'}]",Mew,151,4.0 kg (8.8 lbs),,Psychic,https://pokemondb.net/pokedex/mew
0.9 m (2′11″),"[{'nome': 'Blaze', 'desc': 'Ups FIRE moves in a pinch.', 'efeito': ""Blaze increases the power of Fire-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/blaze'}, {'nome': 'Speed Boost', 'desc': 'Gradually boosts SPEED.', 'efeito': 'Its Speed stat is gradually boosted.', 'url': 'https://pokemondb.net/ability/speed-boost'}]",Combusken,256,19.5 kg (43.0 lbs),"[{'numero': 257, 'nome': 'Blaziken', 'url': 'https://pokemondb.net/pokedex/blaziken'}]","Fire, Fighting",https://pokemondb.net/pokedex/combusken
0.5 m (1′08″),"[{'nome': 'Run Away', 'desc': 'Makes escaping easier.', 'efeito': 'Run Away allows the bearer to flee a battle with a wild Pokémon without fail, even if the opposing Pokémon has used a move like Mean Look or Bind, or has an ability such as Arena Trap.', 'url': 'https://pokemondb.net/ability/run-away'}, {'nome': 'Quick Feet', 'desc': 'Boosts Speed if there is a status problem.', 'efeito': ""Quick Feet raises the ability-bearer's Speed by 50% when inflicted by a major status ailment (poison, burn, paralysis, freeze or sleep). If paralyzed, the Pokémon does not suffer the usual drop in Speed."", 'url': 'https://pokemondb.net/ability/quick-feet'}, {'nome': 'Rattled', 'desc': 'Some move types scare it and boost its Speed.', 'efeito': 'When a Pokémon with Rattled is hit by a Bug, Ghost or Dark type move, its Speed is raised one stage (up to the usual maximum of +6 stages).', 'url': 'https://pokemondb.net/ability/rattled'}]",Poochyena,261,13.6 kg (30.0 lbs),"[{'numero': 262, 'nome': 'Mightyena', 'url': 'https://pokemondb.net/pokedex/mightyena'}]",Dark,https://pokemondb.net/pokedex/poochyena
1.2 m (3′11″),"[{'nome': 'Shed Skin', 'desc': 'Heals the body by shedding.', 'efeito': 'The Pokémon may heal its own status problems.', 'url': 'https://pokemondb.net/ability/shed-skin'}]",Pupitar,247,152.0 kg (335.1 lbs),"[{'numero': 248, 'nome': 'Tyranitar', 'url': 'https://pokemondb.net/pokedex/tyranitar'}]","Rock, Ground",https://pokemondb.net/pokedex/pupitar
0.6 m (2′00″),"[{'nome': 'Natural Cure', 'desc': 'Heals upon switching out.', 'efeito': 'All status problems heal when it switches out.', 'url': 'https://pokemondb.net/ability/natural-cure'}]",Celebi,251,5.0 kg (11.0 lbs),,"Psychic, Grass",https://pokemondb.net/pokedex/celebi
0.9 m (2′11″),"[{'nome': 'Overgrow', 'desc': 'Ups GRASS moves in a pinch.', 'efeito': ""Overgrow increases the power of Grass-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/overgrow'}, {'nome': 'Unburden', 'desc': 'Raises Speed if a held item is used.', 'efeito': 'Raises Speed if a held item is used.', 'url': 'https://pokemondb.net/ability/unburden'}]",Grovyle,253,21.6 kg (47.6 lbs),"[{'numero': 254, 'nome': 'Sceptile', 'url': 'https://pokemondb.net/pokedex/sceptile'}]",Grass,https://pokemondb.net/pokedex/grovyle
0.4 m (1′04″),"[{'nome': 'Blaze', 'desc': 'Ups FIRE moves in a pinch.', 'efeito': ""Blaze increases the power of Fire-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/blaze'}, {'nome': 'Speed Boost', 'desc': 'Gradually boosts SPEED.', 'efeito': 'Its Speed stat is gradually boosted.', 'url': 'https://pokemondb.net/ability/speed-boost'}]",Torchic,255,2.5 kg (5.5 lbs),"[{'numero': 256, 'nome': 'Combusken', 'url': 'https://pokemondb.net/pokedex/combusken'}, {'numero': 257, 'nome': 'Blaziken', 'url': 'https://pokemondb.net/pokedex/blaziken'}]",Fire,https://pokemondb.net/pokedex/torchic
1.2 m (3′11″),"[{'nome': 'Swift Swim', 'desc': 'Raises SPEED in rain.', 'efeito': ""Swift Swim doubles the ability-bearer's Speed during rain."", 'url': 'https://pokemondb.net/ability/swift-swim'}, {'nome': 'Rain Dish', 'desc': 'Slight HP recovery in rain.', 'efeito': 'A Pokémon with Rain Dish will recover 1⁄16 of its maximum HP during rain, after each turn.', 'url': 'https://pokemondb.net/ability/rain-dish'}, {'nome': 'Own Tempo', 'desc': 'Prevents confusion.', 'efeito': 'Prevents the Pokémon from becoming confused.', 'url': 'https://pokemondb.net/ability/own-tempo'}]",Lombre,271,32.5 kg (71.7 lbs),"[{'numero': 272, 'nome': 'Ludicolo', 'url': 'https://pokemondb.net/pokedex/ludicolo'}]","Water, Grass",https://pokemondb.net/pokedex/lombre
0.9 m (2′11″),"[{'nome': 'Overgrow', 'desc': 'Ups GRASS moves in a pinch.', 'efeito': ""Overgrow increases the power of Grass-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/overgrow'}, {'nome': 'Leaf Guard', 'desc': 'Prevents status problems in sunny weather.', 'efeito': 'Leaf Guard prevents the bearer from succumbing to major status ailments (sleep, burns, poisoning, paralysis or freezing) during sunny weather.', 'url': 'https://pokemondb.net/ability/leaf-guard'}]",Chikorita,152,6.4 kg (14.1 lbs),"[{'numero': 153, 'nome': 'Bayleef', 'url': 'https://pokemondb.net/pokedex/bayleef'}, {'numero': 154, 'nome': 'Meganium', 'url': 'https://pokemondb.net/pokedex/meganium'}]",Grass,https://pokemondb.net/pokedex/chikorita
1.5 m (4′11″),"[{'nome': 'Torrent', 'desc': 'Ups WATER moves in a pinch.', 'efeito': ""Torrent increases the power of Water-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/torrent'}, {'nome': 'Damp', 'desc': 'Prevents self-destruction.', 'efeito': 'Damp prevents all Pokémon on the field from using the moves Selfdestruct and Explosion. It also prevents damage (to the Damp Pokémon only) from the ability Aftermath.', 'url': 'https://pokemondb.net/ability/damp'}, {'nome': 'Swift Swim', 'desc': 'Raises SPEED in rain.', 'efeito': ""Swift Swim doubles the ability-bearer's Speed during rain."", 'url': 'https://pokemondb.net/ability/swift-swim'}]",Swampert,260,81.9 kg (180.6 lbs),,"Water, Ground",https://pokemondb.net/pokedex/swampert
0.5 m (1′08″),"[{'nome': 'Overgrow', 'desc': 'Ups GRASS moves in a pinch.', 'efeito': ""Overgrow increases the power of Grass-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/overgrow'}, {'nome': 'Unburden', 'desc': 'Raises Speed if a held item is used.', 'efeito': 'Raises Speed if a held item is used.', 'url': 'https://pokemondb.net/ability/unburden'}]",Treecko,252,5.0 kg (11.0 lbs),"[{'numero': 253, 'nome': 'Grovyle', 'url': 'https://pokemondb.net/pokedex/grovyle'}, {'numero': 254, 'nome': 'Sceptile', 'url': 'https://pokemondb.net/pokedex/sceptile'}]",Grass,https://pokemondb.net/pokedex/treecko
2.2 m (7′03″),"[{'nome': 'Inner Focus', 'desc': 'Prevents flinching.', 'efeito': 'Inner Focus prevents the Pokémon from flinching, for example when attacked by a move like Headbutt.', 'url': 'https://pokemondb.net/ability/inner-focus'}, {'nome': 'Multiscale', 'desc': 'Reduces damage when HP is full.', 'efeito': 'Reduces damage when HP is full.', 'url': 'https://pokemondb.net/ability/multiscale'}]",Dragonite,149,210.0 kg (463.0 lbs),,"Dragon, Flying",https://pokemondb.net/pokedex/dragonite
5.2 m (17′01″),"[{'nome': 'Pressure', 'desc': 'Raises foe’s PP usage.', 'efeito': 'Pressure makes any attack targeted at the ability-bearer - regardless of whether it hits - use 2 PP instead of 1.', 'url': 'https://pokemondb.net/ability/pressure'}, {'nome': 'Multiscale', 'desc': 'Reduces damage when HP is full.', 'efeito': 'Reduces damage when HP is full.', 'url': 'https://pokemondb.net/ability/multiscale'}]",Lugia,249,216.0 kg (476.2 lbs),,"Psychic, Flying",https://pokemondb.net/pokedex/lugia
1.9 m (6′03″),"[{'nome': 'Blaze', 'desc': 'Ups FIRE moves in a pinch.', 'efeito': ""Blaze increases the power of Fire-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/blaze'}, {'nome': 'Speed Boost', 'desc': 'Gradually boosts SPEED.', 'efeito': 'Its Speed stat is gradually boosted.', 'url': 'https://pokemondb.net/ability/speed-boost'}, {'nome': 'Speed Boost', 'desc': 'Gradually boosts SPEED.', 'efeito': 'Its Speed stat is gradually boosted.', 'url': 'https://pokemondb.net/ability/speed-boost'}]",Blaziken,257,52.0 kg (114.6 lbs),,"Fire, Fighting",https://pokemondb.net/pokedex/blaziken
1.0 m (3′03″),"[{'nome': 'Intimidate', 'desc': 'Lowers the foe’s ATTACK.', 'efeito': ""Intimidate lower's the Attack of all opponents by one stage when the ability-bearer switches in (including the start of a battle)."", 'url': 'https://pokemondb.net/ability/intimidate'}, {'nome': 'Quick Feet', 'desc': 'Boosts Speed if there is a status problem.', 'efeito': ""Quick Feet raises the ability-bearer's Speed by 50% when inflicted by a major status ailment (poison, burn, paralysis, freeze or sleep). If paralyzed, the Pokémon does not suffer the usual drop in Speed."", 'url': 'https://pokemondb.net/ability/quick-feet'}, {'nome': 'Moxie', 'desc': 'Boosts Attack after knocking out any Pokémon.', 'efeito': ""Moxie increases the user's Attack one stage upon fainting an opponent."", 'url': 'https://pokemondb.net/ability/moxie'}]",Mightyena,262,37.0 kg (81.6 lbs),,Dark,https://pokemondb.net/pokedex/mightyena
1.7 m (5′07″),"[{'nome': 'Overgrow', 'desc': 'Ups GRASS moves in a pinch.', 'efeito': ""Overgrow increases the power of Grass-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/overgrow'}, {'nome': 'Unburden', 'desc': 'Raises Speed if a held item is used.', 'efeito': 'Raises Speed if a held item is used.', 'url': 'https://pokemondb.net/ability/unburden'}, {'nome': 'Lightning Rod', 'desc': 'Draws electrical moves.', 'efeito': 'Lightning Rod forces all single-target Electric-type moves - used by any other Pokémon on the field - to target this Pokémon, and with 100% accuracy. This includes the status move Thunder Wave. The ability is most useful in double/triple battles.', 'url': 'https://pokemondb.net/ability/lightning-rod'}]",Sceptile,254,52.2 kg (115.1 lbs),,Grass,https://pokemondb.net/pokedex/sceptile
0.6 m (2′00″),"[{'nome': 'Guts', 'desc': 'Ups ATTACK if suffering.', 'efeito': ""Guts raises the ability-bearer's Attack by 50% when inflicted by a major status ailment (poison, burn, paralysis, freeze or sleep). If burnt, the Pokémon does not suffer the usual drop in Attack."", 'url': 'https://pokemondb.net/ability/guts'}, {'nome': 'Sand Veil', 'desc': 'Ups evasion in a sandstorm.', 'efeito': ""Sand Veil raises the ability-bearer's evasion by 20% in a sandstorm. It also gives immunity to sandstorm damage (if they are not already protected by being Ground/Rock/Steel type)."", 'url': 'https://pokemondb.net/ability/sand-veil'}]",Larvitar,246,72.0 kg (158.7 lbs),"[{'numero': 247, 'nome': 'Pupitar', 'url': 'https://pokemondb.net/pokedex/pupitar'}, {'numero': 248, 'nome': 'Tyranitar', 'url': 'https://pokemondb.net/pokedex/tyranitar'}]","Rock, Ground",https://pokemondb.net/pokedex/larvitar
3.8 m (12′06″),"[{'nome': 'Pressure', 'desc': 'Raises foe’s PP usage.', 'efeito': 'Pressure makes any attack targeted at the ability-bearer - regardless of whether it hits - use 2 PP instead of 1.', 'url': 'https://pokemondb.net/ability/pressure'}, {'nome': 'Regenerator', 'desc': 'Restores a little HP when withdrawn from battle.', 'efeito': 'A Pokémon with Regenerator restores 1⁄3 of its maximum HP when switching out.', 'url': 'https://pokemondb.net/ability/regenerator'}]",Ho-oh,250,199.0 kg (438.7 lbs),,"Fire, Flying",https://pokemondb.net/pokedex/ho-oh
1.2 m (3′11″),"[{'nome': 'Overgrow', 'desc': 'Ups GRASS moves in a pinch.', 'efeito': ""Overgrow increases the power of Grass-type moves by 50% (1.5×) when the ability-bearer's HP falls below a third of its maximum (known in-game as in a pinch)."", 'url': 'https://pokemondb.net/ability/overgrow'}, {'nome': 'Leaf Guard', 'desc': 'Prevents status problems in sunny weather.', 'efeito': 'Leaf Guard prevents the bearer from succumbing to major status ailments (sleep, burns, poisoning, paralysis or freezing) during sunny weather.', 'url': 'https://pokemondb.net/ability/leaf-guard'}]",Bayleef,153,15.8 kg (34.8 lbs),"[{'numero': 154, 'nome': 'Meganium', 'url': 'https://pokemondb.net/pokedex/meganium'}]",Grass,https://pokemondb.net/pokedex/bayleef
2.0 m (6′07″),"[{'nome': 'Pressure', 'desc': 'Raises foe’s PP usage.', 'efeito': 'Pressure makes any attack targeted at the ability-bearer - regardless of whether it hits - use 2 PP instead of 1.', 'url': 'https://pokemondb.net/ability/pressure'}, {'nome': 'Inner Focus', 'desc': 'Prevents flinching.', 'efeito': 'Inner Focus prevents the Pokémon from flinching, for example when attacked by a move like Headbutt.', 'url': 'https://pokemondb.net/ability/inner-focus'}]",Suicune,245,187.0 kg (412.3 lbs),,Water,https://pokemondb.net/pokedex/suicune
0.3 m (1′00″),"[{'nome': 'Limber', 'desc': 'Prevents paralysis.', 'efeito': 'The Pokémon is protected from paralysis.', 'url': 'https://pokemondb.net/ability/limber'}, {'nome': 'Imposter', 'desc': 'It transforms itself into the Pokémon it is facing.', 'efeito': 'It transforms itself into the Pokémon it is facing.', 'url': 'https://pokemondb.net/ability/imposter'}]",Ditto,132,4.0 kg (8.8 lbs),,Normal,https://pokemondb.net/pokedex/ditto
0.3 m (1′00″),"[{'nome': 'Shield Dust', 'desc': 'Prevents added effects.', 'efeito': 'Blocks the added effects of attacks taken.', 'url': 'https://pokemondb.net/ability/shield-dust'}, {'nome': 'Run Away', 'desc': 'Makes escaping easier.', 'efeito': 'Run Away allows the bearer to flee a battle with a wild Pokémon without fail, even if the opposing Pokémon has used a move like Mean Look or Bind, or has an ability such as Arena Trap.', 'url': 'https://pokemondb.net/ability/run-away'}]",Caterpie,10,2.9 kg (6.4 lbs),"[{'numero': 11, 'nome': 'Metapod', 'url': 'https://pokemondb.net/pokedex/metapod'}, {'numero': 12, 'nome': 'Butterfree', 'url': 'https://pokemondb.net/pokedex/butterfree'}]",Bug,https://pokemondb.net/pokedex/caterpie
